"id","destination","passanger","weather","temperature","time","coupon","expiration","gender","age","maritalStatus","has_children","education","occupation","income","car","Bar","CoffeeHouse","CarryAway","RestaurantLessThan20","Restaurant20To50","toCoupon_GEQ5min","toCoupon_GEQ15min","toCoupon_GEQ25min","direction_same","direction_opp","Y","Age_Group","Time_of_Day","Coupon_Status"
"K30074","Home","Alone","Sunny",55,"6PM","Coffee House","1d","Male","21","Single",0,"Bachelors degree","Student","$37500 - $49999","","less1","1~3","4~8","1~3","less1",1,1,0,1,0,"0","50 Below","Evening",NA
"K30254","Home","Alone","Sunny",55,"6PM","Bar","2h","Male","21","Single",0,"High School Graduate","Unemployed","Less than $12500","","4~8","gt8","less1","1~3","never",1,1,0,1,0,"1","50 Below","Evening",NA
"X30803","Work","Alone","Rainy",55,"7AM","Bar","1d","Male","46","Married partner",0,"Some college - no degree","Unemployed","$12500 - $24999","","never","less1","4~8","1~3","less1",1,1,1,0,1,"0","50 Below","Morning",NA
"K30803","No Urgent Place","Friend(s)","Sunny",80,"2PM","Coffee House","2h","Male","46","Single",0,"Bachelors degree","Management","$100000 or More","","never","less1","4~8","1~3","never",1,1,0,0,1,"1","50 Below","Afternoon",NA
"K31325","Home","Alone","Sunny",55,"10PM","Carry out & Take away","1d","Female","21","Single",0,"Some college - no degree","Sales & Related","$12500 - $24999","","never","1~3","4~8","1~3","never",1,1,1,0,1,"1","50 Below","Night",NA
"K31384","No Urgent Place","Kid(s)","Sunny",55,"6PM","Coffee House","2h","Female","26","Married partner",1,"Bachelors degree","Architecture & Engineering","$37500 - $49999","","never","1~3","1~3","1~3","less1",1,1,0,0,1,"1","50 Below","Evening",NA
"K31874","No Urgent Place","Friend(s)","Sunny",80,"2PM","Coffee House","1d","Female","26","Married partner",1,"Some college - no degree","Management","$25000 - $37499","","less1","1~3","1~3","4~8","1~3",1,1,0,0,1,"1","50 Below","Afternoon",NA
"K31913","Home","Alone","Sunny",80,"10PM","Carry out & Take away","1d","Male","31","Single",0,"High School Graduate","Unemployed","$12500 - $24999","","never","never","1~3","1~3","1~3",1,0,0,1,0,"1","50 Below","Night",NA
"K32594","Home","Alone","Sunny",80,"6PM","Coffee House","1d","Male","26","Single",0,"Associates degree","Management","$37500 - $49999","","4~8","1~3","4~8","1~3","less1",1,0,0,0,1,"1","50 Below","Evening",NA
"K32892","Work","Alone","Sunny",80,"7AM","Coffee House","2h","Female","21","Single",0,"Some college - no degree","Student","Less than $12500","","gt8","gt8","1~3","less1","never",1,1,0,1,0,"1","50 Below","Morning",NA
"K32924","No Urgent Place","Partner","Sunny",80,"10AM","Coffee House","2h","Female","21","Unmarried partner",0,"Bachelors degree","Management","$87500 - $99999","","1~3","1~3","1~3","1~3","1~3",1,0,0,0,1,"1","50 Below","Morning",NA
"K34592","Work","Alone","Sunny",80,"7AM","Restaurant(<20)","2h","Male","26","Single",0,"Bachelors degree","Business & Financial","$100000 or More","","4~8","1~3","1~3","1~3","less1",1,0,0,1,0,"1","50 Below","Morning",NA
"K34604","No Urgent Place","Partner","Sunny",80,"10AM","Coffee House","1d","Male","31","Married partner",0,"Bachelors degree","Management","$87500 - $99999","","1~3","4~8","1~3","gt8","gt8",1,0,0,0,1,"1","50 Below","Morning",NA
"K35053","Home","Alone","Sunny",80,"6PM","Coffee House","1d","Male","21","Unmarried partner",0,"Bachelors degree","Student","Less than $12500","","1~3","less1","4~8","1~3","less1",1,0,0,0,1,"0","50 Below","Evening",NA
"K35146","Home","Alone","Sunny",80,"6PM","Coffee House","1d","Male","31","Married partner",1,"Bachelors degree","Computer & Mathematical","$75000 - $87499","","never","never","1~3","1~3","never",1,0,0,1,0,"0","50 Below","Evening",NA
"K35194","Home","Alone","Rainy",55,"6PM","Bar","1d","Male","26","Single",0,"Graduate degree (Masters or Doctorate)","Computer & Mathematical","$62500 - $74999","","1~3","gt8","4~8","4~8","1~3",1,1,1,0,1,"0","50 Below","Evening",NA
"K35833","Home","Alone","Sunny",30,"6PM","Restaurant(20-50)","1d","Male","31","Single",0,"Bachelors degree","Office & Administrative Support","$25000 - $37499","","never","less1","less1","less1","less1",1,0,0,1,0,"1","50 Below","Evening",NA
"K36098","No Urgent Place","Friend(s)","Sunny",80,"2PM","Restaurant(<20)","2h","Female","36","Married partner",1,"Some college - no degree","Computer & Mathematical","$25000 - $37499","","never","never","1~3","less1","never",1,1,0,0,1,"1","50 Below","Afternoon",NA
"K36929","Work","Alone","Sunny",55,"7AM","Coffee House","1d","Female","41","Married partner",1,"Bachelors degree","Education&Training&Library","$25000 - $37499","","never","1~3","1~3","1~3","1~3",1,1,0,0,1,"1","50 Below","Morning",NA
"K37125","Home","Alone","Sunny",80,"6PM","Restaurant(<20)","2h","Female","31","Single",0,"Bachelors degree","Community & Social Services","$50000 - $62499","","4~8","1~3","1~3","1~3","less1",1,0,0,1,0,"1","50 Below","Evening",NA
"K38016","No Urgent Place","Friend(s)","Sunny",80,"6PM","Restaurant(<20)","2h","Female","50plus","Married partner",1,"Some college - no degree","Education&Training&Library","$25000 - $37499","","never","less1","gt8","4~8","less1",1,1,0,0,1,"1","50 Above","Evening",NA
"K38692","Work","Alone","Sunny",55,"7AM","Bar","1d","Male","below21","Single",0,"Some college - no degree","Student","$62500 - $74999","","never","1~3","1~3","never","1~3",1,1,1,0,1,"1","50 Below","Morning",NA
"K39323","No Urgent Place","Friend(s)","Sunny",80,"2PM","Restaurant(<20)","2h","Female","26","Unmarried partner",0,"Some college - no degree","Management","$37500 - $49999","","less1","less1","less1","1~3","less1",1,1,0,0,1,"1","50 Below","Afternoon",NA
"K39703","No Urgent Place","Friend(s)","Sunny",80,"2PM","Restaurant(<20)","1d","Female","46","Single",1,"Some college - no degree","Sales & Related","$37500 - $49999","","never","less1","1~3","1~3","1~3",1,1,0,0,1,"1","50 Below","Afternoon",NA
"K40254","Work","Alone","Sunny",80,"7AM","Carry out & Take away","1d","Male","36","Single",0,"Some college - no degree","Computer & Mathematical","$37500 - $49999","","less1","1~3","4~8","1~3","less1",1,1,1,0,1,"1","50 Below","Morning",NA
"K40797","Work","Alone","Snowy",30,"7AM","Restaurant(20-50)","1d","Male","46","Single",0,"Graduate degree (Masters or Doctorate)","Computer & Mathematical","$37500 - $49999","","never","gt8","1~3","4~8","less1",1,1,1,0,1,"0","50 Below","Morning",NA
"K41689","No Urgent Place","Alone","Sunny",55,"6PM","Coffee House","2h","Male","26","Married partner",0,"Bachelors degree","Education&Training&Library","$37500 - $49999","","never","Unknown","1~3","1~3","less1",1,0,0,0,1,"0","50 Below","Evening",NA
"K42376","Home","Alone","Sunny",80,"10PM","Carry out & Take away","1d","Female","26","Unmarried partner",0,"Bachelors degree","Education&Training&Library","$50000 - $62499","","1~3","1~3","1~3","1~3","1~3",1,0,0,1,0,"1","50 Below","Night",NA
"K43167","No Urgent Place","Friend(s)","Snowy",30,"10PM","Carry out & Take away","1d","Male","26","Married partner",0,"Bachelors degree","Computer & Mathematical","$100000 or More","","4~8","Unknown","1~3","1~3","less1",1,1,0,0,1,"1","50 Below","Night",NA
"K43682","Work","Alone","Sunny",80,"7AM","Restaurant(20-50)","2h","Male","46","Single",0,"Some college - no degree","Sales & Related","Less than $12500","","1~3","1~3","4~8","4~8","4~8",1,0,0,1,0,"1","50 Below","Morning",NA
"K43924","Work","Alone","Sunny",55,"7AM","Bar","1d","Male","41","Married partner",0,"Graduate degree (Masters or Doctorate)","Management","$100000 or More","","less1","4~8","gt8","gt8","1~3",1,1,1,0,1,"1","50 Below","Morning",NA
"K44313","No Urgent Place","Friend(s)","Sunny",80,"2PM","Restaurant(<20)","1d","Female","21","Single",0,"Some college - no degree","Life Physical Social Science","Less than $12500","","less1","1~3","4~8","gt8","less1",1,1,0,0,1,"1","50 Below","Afternoon",NA
"K44777","No Urgent Place","Partner","Sunny",55,"2PM","Bar","1d","Female","21","Unmarried partner",0,"Bachelors degree","Community & Social Services","$62500 - $74999","","less1","never","1~3","less1","never",1,0,0,0,1,"0","50 Below","Afternoon",NA
"K44783","Home","Kid(s)","Sunny",55,"10PM","Restaurant(20-50)","2h","Female","41","Married partner",1,"Graduate degree (Masters or Doctorate)","Management","$75000 - $87499","","less1","1~3","4~8","1~3","never",1,1,0,0,1,"0","50 Below","Night",NA
"K44815","No Urgent Place","Friend(s)","Sunny",30,"10PM","Carry out & Take away","1d","Female","36","Married partner",1,"Graduate degree (Masters or Doctorate)","Healthcare Practitioners & Technical","$87500 - $99999","","1~3","4~8","4~8","4~8","1~3",1,1,0,0,1,"1","50 Below","Night",NA
"K45457","Home","Alone","Sunny",55,"6PM","Restaurant(20-50)","1d","Female","21","Unmarried partner",0,"Some college - no degree","Unemployed","$12500 - $24999","","1~3","less1","1~3","1~3","less1",1,1,0,0,1,"0","50 Below","Evening",NA
"K45588","No Urgent Place","Friend(s)","Sunny",30,"10PM","Carry out & Take away","1d","Male","36","Single",0,"Graduate degree (Masters or Doctorate)","Unemployed","Less than $12500","","never","less1","less1","4~8","less1",1,1,0,0,1,"1","50 Below","Night",NA
"K45779","Work","Alone","Rainy",55,"7AM","Carry out & Take away","1d","Male","21","Single",0,"Some college - no degree","Student","Less than $12500","","less1","less1","less1","1~3","1~3",1,0,0,0,1,"1","50 Below","Morning",NA
"K46676","Home","Alone","Sunny",30,"6PM","Restaurant(20-50)","1d","Male","26","Single",0,"Bachelors degree","Community & Social Services","$25000 - $37499","","4~8","4~8","1~3","4~8","1~3",1,0,0,1,0,"1","50 Below","Evening",NA
"K48724","Home","Alone","Sunny",55,"6PM","Bar","1d","Female","41","Single",1,"Some college - no degree","Office & Administrative Support","$25000 - $37499","","less1","1~3","1~3","1~3","never",1,0,0,1,0,"1","50 Below","Evening",NA
"K49624","No Urgent Place","Friend(s)","Rainy",55,"10PM","Bar","2h","Female","36","Unmarried partner",0,"Associates degree","Unemployed","$75000 - $87499","","never","never","gt8","gt8","1~3",1,1,0,0,1,"0","50 Below","Night",NA
"K50074","No Urgent Place","Alone","Sunny",80,"10PM","Restaurant(<20)","1d","Female","21","Married partner",0,"Some college - no degree","Student","Less than $12500","","less1","gt8","4~8","1~3","1~3",1,0,0,0,1,"1","50 Below","Night",NA
"K50470","No Urgent Place","Friend(s)","Sunny",55,"2PM","Carry out & Take away","1d","Male","41","Married partner",1,"Graduate degree (Masters or Doctorate)","Architecture & Engineering","$100000 or More","","less1","1~3","1~3","gt8","never",1,1,0,0,1,"1","50 Below","Afternoon",NA
"K50528","No Urgent Place","Friend(s)","Rainy",55,"10PM","Bar","2h","Female","21","Unmarried partner",0,"Bachelors degree","Education&Training&Library","$25000 - $37499","","1~3","1~3","less1","1~3","never",1,1,0,0,1,"0","50 Below","Night",NA
"K51879","Home","Alone","Sunny",80,"10PM","Restaurant(<20)","2h","Male","21","Single",0,"High School Graduate","Student","$37500 - $49999","","less1","never","less1","less1","never",1,0,0,1,0,"0","50 Below","Night",NA
"K52274","No Urgent Place","Kid(s)","Sunny",55,"2PM","Restaurant(<20)","1d","Male","46","Married partner",1,"Some college - no degree","Computer & Mathematical","$62500 - $74999","","never","1~3","4~8","1~3","1~3",1,1,0,0,1,"1","50 Below","Afternoon",NA
"K52479","No Urgent Place","Friend(s)","Sunny",80,"10PM","Bar","1d","Female","50plus","Widowed",1,"Associates degree","Healthcare Support","$12500 - $24999","","less1","less1","4~8","1~3","less1",1,1,0,0,1,"0","50 Above","Night",NA
"K52783","Work","Alone","Sunny",80,"7AM","Restaurant(<20)","1d","Male","21","Single",0,"Bachelors degree","Unemployed","$100000 or More","","4~8","less1","1~3","4~8","1~3",1,0,0,0,1,"1","50 Below","Morning",NA
"K53178","No Urgent Place","Alone","Sunny",55,"2PM","Restaurant(<20)","1d","Female","50plus","Married partner",0,"Some college - no degree","Healthcare Support","$25000 - $37499","","1~3","1~3","4~8","4~8","1~3",1,0,0,0,1,"1","50 Above","Afternoon",NA
"K53958","No Urgent Place","Alone","Sunny",55,"6PM","Coffee House","2h","Male","26","Single",0,"Bachelors degree","Sales & Related","$75000 - $87499","","never","never","less1","less1","less1",1,0,0,0,1,"0","50 Below","Evening",NA
"K54247","Work","Alone","Rainy",55,"7AM","Restaurant(20-50)","1d","Male","46","Single",0,"Graduate degree (Masters or Doctorate)","Computer & Mathematical","$37500 - $49999","","never","gt8","1~3","4~8","less1",1,1,1,0,1,"1","50 Below","Morning",NA
"K54255","Home","Alone","Sunny",55,"6PM","Bar","1d","Male","21","Single",0,"Some college - no degree","Student","$50000 - $62499","","never","4~8","4~8","1~3","less1",1,0,0,1,0,"0","50 Below","Evening",NA
"K54666","No Urgent Place","Partner","Sunny",80,"10AM","Coffee House","2h","Male","50plus","Unmarried partner",1,"Associates degree","Retired","$50000 - $62499","","never","4~8","4~8","1~3","less1",1,1,0,0,1,"0","50 Above","Morning",NA
"K55326","Work","Alone","Snowy",30,"7AM","Coffee House","1d","Male","31","Married partner",1,"Bachelors degree","Business & Financial","$100000 or More","","less1","never","4~8","gt8","less1",1,0,0,1,0,"0","50 Below","Morning",NA
"K55869","Home","Alone","Sunny",80,"6PM","Restaurant(20-50)","1d","Female","50plus","Married partner",1,"Bachelors degree","Unemployed","$37500 - $49999","","never","less1","1~3","1~3","1~3",1,0,0,1,0,"1","50 Above","Evening",NA
"K56990","Home","Alone","Sunny",55,"6PM","Bar","1d","Female","26","Single",0,"Graduate degree (Masters or Doctorate)","Legal","$25000 - $37499","","1~3","1~3","1~3","gt8","1~3",1,0,0,1,0,"1","50 Below","Evening",NA
"K57508","No Urgent Place","Friend(s)","Sunny",80,"10AM","Bar","1d","Male","26","Single",0,"Bachelors degree","Office & Administrative Support","$50000 - $62499","","4~8","never","4~8","1~3","less1",1,0,0,0,1,"0","50 Below","Morning",NA
"K57783","Work","Alone","Sunny",80,"7AM","Restaurant(20-50)","1d","Male","below21","Single",0,"Some college - no degree","Student","$50000 - $62499","","never","1~3","4~8","4~8","less1",1,1,0,0,1,"1","50 Below","Morning",NA
"K58150","No Urgent Place","Alone","Sunny",80,"10AM","Coffee House","1d","Female","50plus","Married partner",1,"Bachelors degree","Education&Training&Library","$12500 - $24999","","less1","4~8","4~8","gt8","less1",1,1,0,0,1,"1","50 Above","Morning",NA
"K58278","Home","Alone","Sunny",55,"6PM","Bar","1d","Male","46","Single",0,"Some college - no degree","Student","$12500 - $24999","","never","4~8","1~3","1~3","never",1,0,0,1,0,"1","50 Below","Evening",NA
"K58393","Home","Alone","Sunny",55,"6PM","Restaurant(20-50)","2h","Male","26","Single",0,"Associates degree","Unemployed","Less than $12500","","less1","never","1~3","less1","less1",1,1,0,0,1,"0","50 Below","Evening",NA
"K58565","Work","Alone","Sunny",80,"7AM","Coffee House","2h","Male","26","Married partner",1,"Some college - no degree","Computer & Mathematical","$50000 - $62499","","never","1~3","1~3","less1","1~3",1,0,0,1,0,"0","50 Below","Morning",NA
"K59105","No Urgent Place","Friend(s)","Sunny",55,"10AM","Restaurant(<20)","2h","Female","31","Divorced",1,"Some college - no degree","Food Preparation & Serving Related","$12500 - $24999","","less1","less1","4~8","gt8","gt8",1,1,0,0,1,"1","50 Below","Morning",NA
"K59678","Work","Alone","Sunny",80,"7AM","Restaurant(20-50)","1d","Male","41","Married partner",1,"Some college - no degree","Computer & Mathematical","$50000 - $62499","","1~3","less1","1~3","1~3","less1",1,1,0,0,1,"1","50 Below","Morning",NA
"K59973","No Urgent Place","Kid(s)","Sunny",80,"10AM","Carry out & Take away","2h","Female","41","Married partner",1,"Graduate degree (Masters or Doctorate)","Computer & Mathematical","$75000 - $87499","","less1","gt8","4~8","gt8","less1",1,1,0,0,1,"0","50 Below","Morning",NA
"K60019","Work","Alone","Sunny",80,"7AM","Carry out & Take away","2h","Male","50plus","Married partner",1,"Graduate degree (Masters or Doctorate)","Sales & Related","$100000 or More","","1~3","1~3","4~8","4~8","less1",1,0,0,1,0,"1","50 Above","Morning",NA
"K60380","Home","Alone","Sunny",80,"10PM","Carry out & Take away","1d","Female","below21","Unmarried partner",0,"Some college - no degree","Student","$25000 - $37499","","never","1~3","1~3","4~8","1~3",1,0,0,1,0,"1","50 Below","Night",NA
"K60552","Home","Alone","Sunny",55,"6PM","Restaurant(20-50)","1d","Male","50plus","Unmarried partner",1,"Associates degree","Retired","$50000 - $62499","","never","4~8","4~8","1~3","less1",1,1,0,0,1,"0","50 Above","Evening",NA
"K60781","No Urgent Place","Friend(s)","Sunny",80,"2PM","Coffee House","1d","Female","21","Single",0,"Bachelors degree","Arts Design Entertainment Sports & Media","$12500 - $24999","","never","1~3","gt8","1~3","1~3",1,1,0,0,1,"1","50 Below","Afternoon",NA
"K62128","No Urgent Place","Friend(s)","Sunny",55,"2PM","Carry out & Take away","1d","Male","50plus","Unmarried partner",1,"Associates degree","Retired","$50000 - $62499","","never","4~8","4~8","1~3","less1",1,1,0,0,1,"1","50 Above","Afternoon",NA
"K62527","No Urgent Place","Friend(s)","Sunny",80,"6PM","Coffee House","2h","Female","21","Single",0,"Bachelors degree","Arts Design Entertainment Sports & Media","$100000 or More","","less1","less1","1~3","1~3","1~3",1,0,0,0,1,"1","50 Below","Evening",NA
"K63684","No Urgent Place","Friend(s)","Rainy",55,"10PM","Bar","2h","Female","31","Unmarried partner",1,"Bachelors degree","Computer & Mathematical","$62500 - $74999","","never","4~8","4~8","gt8","4~8",1,1,0,0,1,"0","50 Below","Night",NA
"K64235","No Urgent Place","Friend(s)","Sunny",55,"6PM","Carry out & Take away","1d","Male","26","Single",0,"Some college - no degree","Transportation & Material Moving","$62500 - $74999","","4~8","less1","gt8","4~8","less1",1,1,0,0,1,"1","50 Below","Evening",NA
